lon,lat,ele,time
19.045251,49.767436,671.7,2015-07-30T12:59:38Z
19.045281,49.767408,671.0,2015-07-30T12:59:43Z
19.045311,49.767386,670.5,2015-07-30T12:59:46Z
19.045338,49.767357,669.9,2015-07-30T12:59:49Z
19.04536,49.76733,669.3,2015-07-30T12:59:52Z
19.045388,49.767305,668.7,2015-07-30T12:59:56Z
19.045428,49.767281,668.3,2015-07-30T13:00:00Z
19.045453,49.767247,667.5,2015-07-30T13:00:03Z
19.045491,49.767221,667.1,2015-07-30T13:00:06Z
19.045529,49.767199,666.8,2015-07-30T13:00:09Z
19.04557,49.767187,666.8,2015-07-30T13:00:12Z
19.045615,49.767196,667.3,2015-07-30T13:00:16Z
19.045655,49.767186,667.3,2015-07-30T13:00:21Z
19.045701,49.767163,667.1,2015-07-30T13:00:24Z
19.045746,49.767147,667.1,2015-07-30T13:00:27Z
19.045795,49.767139,667.3,2015-07-30T13:00:30Z
19.045838,49.767124,667.3,2015-07-30T13:00:34Z
19.04588,49.767109,667.4,2015-07-30T13:00:38Z
19.045917,49.767122,667.9,2015-07-30T13:00:41Z
19.045967,49.767124,668.3,2015-07-30T13:00:44Z
19.045996,49.767104,668.2,2015-07-30T13:00:46Z
19.045994,49.767073,667.6,2015-07-30T13:00:49Z
19.045992,49.767045,666.7,2015-07-30T13:00:53Z
19.046031,49.767022,666.4,2015-07-30T13:00:56Z
19.046078,49.767009,666.5,2015-07-30T13:00:59Z
19.046131,49.767003,666.8,2015-07-30T13:01:02Z
19.046174,49.766987,666.8,2015-07-30T13:01:06Z
19.046181,49.766957,666.0,2015-07-30T13:01:10Z
19.046137,49.766955,665.6,2015-07-30T13:01:14Z
19.046113,49.766977,665.9,2015-07-30T13:01:19Z
19.046065,49.766976,665.5,2015-07-30T13:01:22Z
19.046023,49.766972,665.0,2015-07-30T13:01:24Z
19.04599,49.766945,663.9,2015-07-30T13:01:27Z
19.045953,49.766924,663.0,2015-07-30T13:01:31Z
19.045967,49.766893,662.2,2015-07-30T13:01:35Z
19.04601,49.766877,662.2,2015-07-30T13:01:38Z
19.046052,49.766868,662.3,2015-07-30T13:01:40Z
19.046102,49.766872,663.0,2015-07-30T13:01:42Z
19.046146,49.766875,663.5,2015-07-30T13:01:44Z
19.046194,49.766864,663.7,2015-07-30T13:01:47Z
19.046219,49.766837,663.2,2015-07-30T13:01:50Z
19.046242,49.766809,662.7,2015-07-30T13:01:54Z
19.046286,49.766778,661.9,2015-07-30T13:01:57Z
19.046321,49.766759,661.3,2015-07-30T13:01:59Z
19.046361,49.766748,660.9,2015-07-30T13:02:01Z
19.046424,49.766747,660.8,2015-07-30T13:02:04Z
19.046462,49.766763,661.2,2015-07-30T13:02:06Z
19.046511,49.766768,661.2,2015-07-30T13:02:09Z
19.046549,49.766783,661.6,2015-07-30T13:02:11Z
19.04659,49.766765,661.0,2015-07-30T13:02:14Z
19.046608,49.76674,660.2,2015-07-30T13:02:16Z
19.046628,49.766703,659.1,2015-07-30T13:02:19Z
19.046669,49.766717,659.4,2015-07-30T13:02:23Z
19.046709,49.766738,660.0,2015-07-30T13:02:25Z
19.046749,49.76676,660.5,2015-07-30T13:02:27Z
19.046794,49.766784,661.2,2015-07-30T13:02:30Z
19.046844,49.766776,660.8,2015-07-30T13:02:33Z
19.046858,49.766746,659.9,2015-07-30T13:02:36Z
19.046849,49.766714,659.0,2015-07-30T13:02:39Z
19.04682,49.766688,658.3,2015-07-30T13:02:43Z
19.046783,49.766663,657.6,2015-07-30T13:02:47Z
19.046731,49.766642,657.1,2015-07-30T13:02:50Z
19.046695,49.766628,656.8,2015-07-30T13:02:52Z
19.04667,49.766605,656.2,2015-07-30T13:02:54Z
19.046656,49.766569,655.2,2015-07-30T13:02:57Z
19.046693,49.766554,654.7,2015-07-30T13:03:00Z
19.046737,49.766555,654.6,2015-07-30T13:03:05Z
19.046774,49.766572,655.0,2015-07-30T13:03:08Z
19.046806,49.766591,655.4,2015-07-30T13:03:10Z
19.046857,49.766593,655.3,2015-07-30T13:03:13Z
19.046906,49.766591,655.1,2015-07-30T13:03:17Z
19.046945,49.766601,655.3,2015-07-30T13:03:20Z
19.04698,49.766622,655.9,2015-07-30T13:03:23Z
19.047028,49.76661,655.4,2015-07-30T13:03:26Z
19.04707,49.766615,655.4,2015-07-30T13:03:29Z
19.04712,49.766625,655.3,2015-07-30T13:03:35Z
19.047161,49.766653,655.7,2015-07-30T13:03:38Z
19.047208,49.766665,655.5,2015-07-30T13:03:40Z
19.04726,49.766678,655.3,2015-07-30T13:03:43Z
19.04729,49.766704,655.8,2015-07-30T13:03:47Z
19.047328,49.766721,655.9,2015-07-30T13:03:51Z
19.047374,49.766727,655.5,2015-07-30T13:03:56Z
19.047423,49.766719,654.7,2015-07-30T13:04:02Z
19.047449,49.766691,653.6,2015-07-30T13:04:05Z
19.047445,49.766661,652.7,2015-07-30T13:04:08Z
19.047444,49.766627,651.7,2015-07-30T13:04:10Z
19.047439,49.766594,650.7,2015-07-30T13:04:12Z
19.047429,49.766565,649.9,2015-07-30T13:04:14Z
19.047397,49.766539,649.5,2015-07-30T13:04:17Z
19.047377,49.766511,648.9,2015-07-30T13:04:22Z
19.047335,49.766507,649.2,2015-07-30T13:04:28Z
19.04728,49.766499,649.6,2015-07-30T13:04:34Z
19.047231,49.766496,650.0,2015-07-30T13:04:37Z
19.047189,49.766482,650.1,2015-07-30T13:04:40Z
19.047139,49.766473,650.3,2015-07-30T13:04:43Z
19.047095,49.76648,651.0,2015-07-30T13:04:46Z
19.047058,49.766496,651.8,2015-07-30T13:04:52Z
19.047037,49.766472,651.1,2015-07-30T13:05:49Z
19.04698,49.766472,651.3,2015-07-30T13:05:54Z
19.046925,49.766468,651.4,2015-07-30T13:05:57Z
19.04687,49.766462,651.4,2015-07-30T13:06:00Z
19.046822,49.766447,651.1,2015-07-30T13:06:04Z
19.046765,49.766435,651.0,2015-07-30T13:06:07Z
19.046713,49.766415,650.6,2015-07-30T13:06:09Z
19.046672,49.766402,650.4,2015-07-30T13:06:11Z
19.046633,49.766382,649.9,2015-07-30T13:06:13Z
19.046589,49.766362,649.5,2015-07-30T13:06:15Z
19.04653,49.766351,649.5,2015-07-30T13:06:18Z
19.046489,49.766331,649.1,2015-07-30T13:06:20Z
19.046446,49.766319,649.0,2015-07-30T13:06:22Z
19.046401,49.766311,648.9,2015-07-30T13:06:24Z
19.046365,49.766296,648.7,2015-07-30T13:06:26Z
19.046336,49.766262,647.9,2015-07-30T13:06:33Z
19.046294,49.766242,647.5,2015-07-30T13:06:36Z
19.046327,49.766219,646.4,2015-07-30T13:06:41Z
19.046365,49.766203,645.6,2015-07-30T13:06:44Z
19.046389,49.766179,644.6,2015-07-30T13:06:50Z
19.046423,49.766162,643.8,2015-07-30T13:07:04Z
19.046471,49.766159,643.4,2015-07-30T13:07:06Z
19.046522,49.766164,643.4,2015-07-30T13:07:08Z
19.046575,49.766178,643.6,2015-07-30T13:07:10Z
19.046617,49.766187,643.8,2015-07-30T13:07:13Z
19.046655,49.766204,644.3,2015-07-30T13:07:18Z
19.046708,49.76622,644.6,2015-07-30T13:07:22Z
19.046756,49.766228,644.7,2015-07-30T13:07:25Z
19.046787,49.766203,643.6,2015-07-30T13:07:28Z
19.046824,49.766189,642.9,2015-07-30T13:07:31Z
19.046869,49.766172,642.0,2015-07-30T13:07:35Z
19.046907,49.766155,641.1,2015-07-30T13:07:38Z
19.046959,49.766151,640.7,2015-07-30T13:07:41Z
19.047,49.766135,639.9,2015-07-30T13:07:44Z
19.047052,49.766123,639.1,2015-07-30T13:07:47Z
19.047112,49.766127,638.9,2015-07-30T13:07:50Z
19.047153,49.766145,639.2,2015-07-30T13:07:52Z
19.047188,49.766162,639.5,2015-07-30T13:07:54Z
19.047237,49.766167,639.2,2015-07-30T13:07:57Z
19.047282,49.766181,639.2,2015-07-30T13:08:01Z
19.047324,49.766191,639.2,2015-07-30T13:08:05Z
19.047347,49.766161,637.8,2015-07-30T13:08:10Z
19.04739,49.766158,637.3,2015-07-30T13:08:12Z
19.047446,49.766168,637.1,2015-07-30T13:08:15Z
19.047473,49.766195,637.8,2015-07-30T13:08:18Z
19.047493,49.766225,638.7,2015-07-30T13:08:21Z
19.04753,49.766246,639.0,2015-07-30T13:08:24Z
19.047577,49.766231,638.0,2015-07-30T13:08:27Z
19.047622,49.766206,636.6,2015-07-30T13:08:30Z
19.047682,49.766199,635.8,2015-07-30T13:08:33Z
19.04774,49.766199,635.2,2015-07-30T13:08:36Z
19.047782,49.766227,635.7,2015-07-30T13:08:39Z
19.047823,49.766253,636.1,2015-07-30T13:08:42Z
19.047869,49.766268,636.1,2015-07-30T13:08:45Z
19.047917,49.766279,635.9,2015-07-30T13:08:48Z
19.047969,49.766285,635.6,2015-07-30T13:08:51Z
19.048021,49.766293,635.5,2015-07-30T13:08:54Z
19.048054,49.766311,635.7,2015-07-30T13:08:58Z
19.048095,49.766304,635.2,2015-07-30T13:09:44Z
19.048096,49.766274,634.4,2015-07-30T13:09:50Z
19.048098,49.766244,633.5,2015-07-30T13:09:55Z
19.048053,49.766238,633.6,2015-07-30T13:10:00Z
19.048045,49.766191,632.2,2015-07-30T13:10:03Z
19.048032,49.766161,631.3,2015-07-30T13:10:05Z
19.048037,49.766129,630.2,2015-07-30T13:10:14Z
19.048036,49.766101,629.3,2015-07-30T13:10:21Z
19.047991,49.766082,629.0,2015-07-30T13:10:28Z
19.047941,49.766067,628.9,2015-07-30T13:10:31Z
19.047895,49.766049,628.7,2015-07-30T13:10:34Z
19.047854,49.766036,628.6,2015-07-30T13:10:37Z
19.047813,49.766013,628.2,2015-07-30T13:10:40Z
19.047781,49.765987,627.6,2015-07-30T13:10:43Z
19.047768,49.765961,626.9,2015-07-30T13:10:45Z
19.047725,49.765954,627.0,2015-07-30T13:10:50Z
19.047757,49.765926,625.8,2015-07-30T13:11:38Z
19.047804,49.765928,625.5,2015-07-30T13:11:40Z
19.047855,49.765941,625.5,2015-07-30T13:11:42Z
19.047903,49.765954,625.5,2015-07-30T13:11:44Z
19.047946,49.765961,625.4,2015-07-30T13:11:46Z
19.047991,49.765962,625.1,2015-07-30T13:11:49Z
19.048022,49.765983,625.6,2015-07-30T13:11:52Z
19.048042,49.766007,626.2,2015-07-30T13:11:54Z
19.04807,49.766034,626.8,2015-07-30T13:11:56Z
19.048111,49.766066,627.6,2015-07-30T13:11:58Z
19.048144,49.76609,628.1,2015-07-30T13:12:00Z
19.048141,49.766126,629.3,2015-07-30T13:12:10Z
19.048225,49.766139,629.1,2015-07-30T13:12:43Z
19.048287,49.766148,629.0,2015-07-30T13:12:45Z
19.048323,49.766134,628.2,2015-07-30T13:12:47Z
19.048372,49.766122,627.5,2015-07-30T13:12:50Z
19.048424,49.766134,627.5,2015-07-30T13:12:53Z
19.048457,49.766151,627.8,2015-07-30T13:12:57Z
19.048555,49.766134,626.5,2015-07-30T13:13:18Z
19.048606,49.766135,626.2,2015-07-30T13:13:20Z
19.048648,49.766146,626.3,2015-07-30T13:13:22Z
19.048691,49.766157,626.3,2015-07-30T13:13:24Z
19.048736,49.766175,626.6,2015-07-30T13:13:26Z
19.048782,49.766185,626.5,2015-07-30T13:13:28Z
19.048828,49.766192,626.3,2015-07-30T13:13:30Z
19.048876,49.766196,626.0,2015-07-30T13:13:32Z
19.048918,49.766172,624.8,2015-07-30T13:13:35Z
19.048961,49.766161,624.0,2015-07-30T13:13:37Z
19.049011,49.766167,623.8,2015-07-30T13:13:39Z
19.049074,49.766176,623.5,2015-07-30T13:13:41Z
19.049139,49.76618,623.0,2015-07-30T13:13:43Z
19.049188,49.766176,622.4,2015-07-30T13:13:46Z
19.049217,49.766153,621.4,2015-07-30T13:13:51Z
19.049268,49.766155,621.0,2015-07-30T13:14:17Z
19.049311,49.766163,620.8,2015-07-30T13:14:20Z
19.049363,49.76618,620.9,2015-07-30T13:14:23Z
19.049405,49.766177,620.4,2015-07-30T13:14:29Z
19.049415,49.766142,619.2,2015-07-30T13:14:54Z
19.049403,49.766114,618.4,2015-07-30T13:14:56Z
19.049389,49.766077,617.4,2015-07-30T13:14:59Z
19.049379,49.766038,616.2,2015-07-30T13:15:02Z
19.049365,49.766006,615.3,2015-07-30T13:15:04Z
19.049344,49.765982,614.8,2015-07-30T13:15:06Z
19.049395,49.76597,613.9,2015-07-30T13:15:16Z
19.049448,49.765994,614.2,2015-07-30T13:15:18Z
19.049482,49.766019,614.7,2015-07-30T13:15:19Z
19.049515,49.766048,615.3,2015-07-30T13:15:20Z
19.049565,49.766088,616.1,2015-07-30T13:15:21Z
19.049594,49.766114,616.6,2015-07-30T13:15:22Z
19.049623,49.766156,617.7,2015-07-30T13:15:24Z
19.049627,49.766191,618.7,2015-07-30T13:15:26Z
19.049618,49.766221,619.7,2015-07-30T13:15:28Z
19.049612,49.766248,620.6,2015-07-30T13:15:32Z
19.049642,49.766272,620.5,2015-07-30T13:15:35Z
19.049696,49.766269,619.9,2015-07-30T13:15:39Z
19.049741,49.766267,619.4,2015-07-30T13:15:41Z
19.049798,49.766267,618.8,2015-07-30T13:15:44Z
19.049846,49.766274,618.3,2015-07-30T13:15:47Z
19.049891,49.766268,617.8,2015-07-30T13:15:50Z
19.049934,49.766238,616.9,2015-07-30T13:15:52Z
19.049989,49.766153,612.7,2015-07-30T13:15:58Z
19.049934,49.766024,613.9,2015-07-30T13:16:00Z
19.050033,49.765993,608.2,2015-07-30T13:18:25Z
19.05009,49.765991,608.2,2015-07-30T13:18:29Z
19.05012,49.766015,608.4,2015-07-30T13:18:31Z
19.05017,49.76602,608.3,2015-07-30T13:18:34Z
19.050216,49.76604,608.4,2015-07-30T13:18:37Z
19.05027,49.766053,608.2,2015-07-30T13:18:40Z
19.05032,49.766057,607.8,2015-07-30T13:18:43Z
19.050362,49.766076,607.9,2015-07-30T13:18:47Z
19.050404,49.766098,608.1,2015-07-30T13:18:52Z
19.050442,49.766118,608.2,2015-07-30T13:18:56Z
19.050457,49.766144,608.7,2015-07-30T13:19:01Z
19.050468,49.766171,609.3,2015-07-30T13:19:04Z
19.05048,49.766208,610.1,2015-07-30T13:19:07Z
19.050494,49.766236,610.7,2015-07-30T13:19:10Z
19.050514,49.766262,610.8,2015-07-30T13:19:13Z
19.05054,49.766287,610.6,2015-07-30T13:19:17Z
19.050693,49.766432,609.1,2015-07-30T14:48:19Z
19.050747,49.766457,608.6,2015-07-30T14:48:29Z
19.050837,49.766465,607.7,2015-07-30T14:48:31Z
19.050894,49.766506,607.3,2015-07-30T14:48:34Z
19.050938,49.76653,607.0,2015-07-30T14:48:36Z
19.050968,49.766557,606.8,2015-07-30T14:48:38Z
19.051018,49.766578,606.5,2015-07-30T14:48:41Z
19.051063,49.76659,606.1,2015-07-30T14:48:44Z
19.05111,49.766597,605.8,2015-07-30T14:48:49Z
19.051159,49.766602,605.3,2015-07-30T14:48:54Z
19.051212,49.766606,604.9,2015-07-30T14:48:57Z
19.051257,49.766611,604.6,2015-07-30T14:48:59Z
19.05132,49.766618,604.7,2015-07-30T14:49:02Z
19.051381,49.766609,604.7,2015-07-30T14:49:05Z
19.051423,49.766602,604.7,2015-07-30T14:49:07Z
19.051475,49.766603,604.8,2015-07-30T14:49:10Z
19.051518,49.766603,604.8,2015-07-30T14:49:13Z
19.051566,49.766606,604.9,2015-07-30T14:49:17Z
19.051619,49.76661,605.0,2015-07-30T14:49:21Z
19.051669,49.766606,605.0,2015-07-30T14:49:25Z
19.051728,49.766597,605.0,2015-07-30T14:49:44Z
19.051776,49.766602,605.1,2015-07-30T14:49:46Z
19.051834,49.766611,605.2,2015-07-30T14:49:49Z
19.051889,49.766617,605.3,2015-07-30T14:49:52Z
19.051936,49.766609,605.3,2015-07-30T14:49:55Z
19.051987,49.766606,605.3,2015-07-30T14:49:58Z
19.052041,49.766608,605.4,2015-07-30T14:50:01Z
19.052097,49.76661,605.5,2015-07-30T14:50:04Z
19.05214,49.766622,605.7,2015-07-30T14:50:08Z
19.052195,49.766621,605.8,2015-07-30T14:50:46Z
19.052238,49.766617,606.0,2015-07-30T14:50:48Z
19.052294,49.766619,606.2,2015-07-30T14:50:50Z
19.052341,49.766626,606.4,2015-07-30T14:50:52Z
19.052387,49.76665,606.6,2015-07-30T14:50:55Z
19.05243,49.766654,606.7,2015-07-30T14:50:58Z
19.052487,49.766661,606.9,2015-07-30T14:51:02Z
19.052546,49.766654,607.2,2015-07-30T14:51:05Z
19.052596,49.766645,607.3,2015-07-30T14:51:07Z
19.052648,49.766639,607.5,2015-07-30T14:51:09Z
19.0527,49.766635,607.7,2015-07-30T14:51:11Z
19.052747,49.766634,607.8,2015-07-30T14:51:13Z
19.052789,49.766628,608.0,2015-07-30T14:51:23Z
19.052836,49.766635,608.2,2015-07-30T14:51:42Z
19.052888,49.76665,608.4,2015-07-30T14:51:44Z
19.052947,49.766652,608.4,2015-07-30T14:51:46Z
19.053008,49.766654,608.3,2015-07-30T14:51:48Z
19.053064,49.766653,608.2,2015-07-30T14:51:50Z
19.053115,49.766658,608.1,2015-07-30T14:51:52Z
19.053164,49.766663,608.0,2015-07-30T14:51:55Z
19.053201,49.766676,608.0,2015-07-30T14:51:59Z
19.053245,49.766682,607.9,2015-07-30T14:52:02Z
19.053289,49.766686,607.9,2015-07-30T14:52:04Z
19.053352,49.766688,607.8,2015-07-30T14:52:07Z
19.053396,49.766695,607.7,2015-07-30T14:52:09Z
19.053453,49.766709,607.6,2015-07-30T14:52:12Z
19.053511,49.766721,607.5,2015-07-30T14:52:15Z
19.053548,49.766733,607.5,2015-07-30T14:52:17Z
19.053592,49.766721,607.4,2015-07-30T14:52:45Z
19.053648,49.766713,607.3,2015-07-30T14:52:48Z
19.053694,49.766715,607.2,2015-07-30T14:52:50Z
19.053741,49.76673,607.2,2015-07-30T14:52:53Z
19.053936,49.766721,606.6,2015-07-30T14:54:42Z
19.053994,49.766724,606.5,2015-07-30T14:54:44Z
19.054049,49.766719,606.3,2015-07-30T14:54:46Z
19.054098,49.766706,606.1,2015-07-30T14:54:48Z
19.054148,49.766704,606.0,2015-07-30T14:54:50Z
19.054198,49.766707,605.8,2015-07-30T14:54:52Z
19.054258,49.766706,605.7,2015-07-30T14:54:55Z
19.0543,49.766689,605.5,2015-07-30T14:54:59Z
19.054393,49.766699,605.2,2015-07-30T14:55:26Z
19.054459,49.766711,605.1,2015-07-30T14:55:28Z
19.054502,49.766724,605.1,2015-07-30T14:55:31Z
19.054546,49.76674,605.0,2015-07-30T14:55:34Z
19.05461,49.766757,605.0,2015-07-30T14:55:37Z
19.054653,49.766762,604.8,2015-07-30T14:55:39Z
19.054697,49.766756,604.7,2015-07-30T14:55:41Z
19.054735,49.766744,604.4,2015-07-30T14:55:43Z
19.054781,49.766725,604.1,2015-07-30T14:55:46Z
19.054833,49.76672,603.9,2015-07-30T14:55:49Z
19.054882,49.766716,603.7,2015-07-30T14:55:53Z
19.054929,49.766713,603.5,2015-07-30T14:55:56Z
19.054972,49.766694,603.1,2015-07-30T14:56:00Z
19.054986,49.766667,602.8,2015-07-30T14:56:08Z
19.055032,49.766658,602.5,2015-07-30T14:56:35Z
19.055087,49.766657,602.3,2015-07-30T14:56:38Z
19.055145,49.766666,602.1,2015-07-30T14:56:41Z
19.055197,49.766678,602.1,2015-07-30T14:56:43Z
